"","Ad1","Ad2","Ad3","Ad1 CD3CD28","Ad2 CD3CD28","Ad3 CD3CD28"
"XLOC_007249",0,0,0,0,0,0
"XLOC_007257",0,1,0,0,0,0
"XLOC_007271",0,7,0,0,16,1
"XLOC_007272",1,12,1,0,21,0
"XLOC_007304",0,0,0,0,0,0
"XLOC_007306",2,0,1,2,0,2
"XLOC_007328",0,0,0,0,0,0
"XLOC_007413",0,0,0,0,0,0
"XLOC_007421",100,104,88,83,98,109
"XLOC_007435",0,2,0,2,2,1
"XLOC_007459",1,2,1,5,8,5
"XLOC_007480",0,0,1,0,0,0
"XLOC_007499",0,0,0,0,0,0
"XLOC_007500",11,17,14,11,15,13
"XLOC_007501",4,2,1,3,2,5
"XLOC_007556",1,0,1,0,0,0
"XLOC_007557",2,0,5,1,0,0
"XLOC_007558",16,36,41,10,13,19
"XLOC_007568",1,2,1,3,2,0
"XLOC_007574",0,0,0,0,0,0
"XLOC_007590",21,7,34,73,64,92
"XLOC_007591",7,0,6,8,17,19
"XLOC_007661",5,0,6,0,1,2
"XLOC_007672",27,14,46,27,16,25
"XLOC_007676",0,2,1,0,0,2
"XLOC_007677",14,2,6,6,4,3
"XLOC_007678",5,2,4,3,10,2
"XLOC_007680",0,0,1,0,0,0
"XLOC_007681",5,2,1,0,2,0
"XLOC_007695",8,0,10,2,6,6
"XLOC_007704",0,0,1,0,1,0
"XLOC_007736",2,0,0,2,1,1
"XLOC_007737",3,0,0,0,0,0
"XLOC_007748",2,0,0,0,0,1
"XLOC_007749",1,3,1,1,0,1
"XLOC_007750",0,1,1,0,1,0
"XLOC_007752",9,3,2,4,8,5
"XLOC_007799",4,1,2,5,7,12
"XLOC_007819",1,0,0,0,0,0
"XLOC_007830",0,0,1,0,0,0
"XLOC_007831",0,1,0,0,0,0
"XLOC_007832",1,0,0,0,0,0
"XLOC_007866",0,1,1,2,1,0
"XLOC_007867",11,3,7,8,6,6
"XLOC_007868",4,4,6,4,8,1
"XLOC_007871",4,3,2,1,4,4
"XLOC_007911",0,0,0,0,0,0
"XLOC_007918",4,8,8,5,9,7
"XLOC_007919",2,1,0,1,1,0
"XLOC_007920",3,0,1,3,1,3
"XLOC_007939",60,10,8,9,1,3
"XLOC_007940",1463,271,435,436,116,123
"XLOC_007951",0,0,0,0,0,0
"XLOC_007952",0,0,0,0,0,0
"XLOC_007958",1,0,0,1,5,3
"XLOC_007959",2,2,0,14,10,8
"XLOC_007960",1,2,0,2,10,3
"XLOC_007964",2,0,0,0,0,0
"XLOC_007981",1,0,0,0,0,0
"XLOC_007991",2,0,1,1,1,0
"XLOC_007992",0,2,0,1,0,0
"XLOC_007993",0,1,1,4,1,1
"XLOC_007994",5,15,3,4,8,5
"XLOC_007995",1,1,0,0,1,2
"XLOC_007996",10,3,14,2,4,0
"XLOC_007997",8,7,10,2,9,1
"XLOC_007998",3,3,3,6,3,1
"XLOC_007999",10,3,4,8,10,7
"XLOC_008000",1,4,0,0,3,1
"XLOC_008001",0,0,0,0,0,0
"XLOC_008020",2,0,1,0,0,4
"XLOC_008021",20,11,33,15,8,21
"XLOC_008036",1,0,0,0,4,0
"XLOC_008049",26,31,23,27,24,26
"XLOC_008063",17,9,10,9,13,18
"XLOC_008102",0,1,0,0,3,3
"XLOC_008182",1,0,0,0,0,1
"XLOC_008183",0,2,0,0,0,0
"XLOC_008184",0,1,1,0,0,0
"XLOC_008218",2,0,1,0,0,0
"XLOC_008225",0,3,0,1,1,0
"XLOC_008268",0,0,0,0,0,0
"XLOC_008439",329,82,145,111,124,95
"XLOC_008661",0,0,0,0,0,0
"XLOC_008667",0,0,1,0,0,0
"XLOC_008675",39,48,43,27,80,33
"XLOC_008733",3,1,0,0,0,1
"XLOC_008748",2,4,0,2,11,2
"XLOC_008767",5,5,3,2,5,5
"XLOC_008788",27,29,31,30,34,20
"XLOC_008790",0,0,0,0,0,0
"XLOC_008836",1,2,2,2,3,1
"XLOC_008837",16,24,23,8,22,18
"XLOC_008838",10,9,16,7,7,7
"XLOC_008843",3,3,2,7,2,6
"XLOC_008860",0,0,0,0,2,2
"XLOC_008888",4,4,7,10,1,6
"XLOC_008889",0,1,2,4,4,0
"XLOC_008890",2,5,2,2,5,3
"XLOC_008898",82,50,122,44,76,62
"XLOC_008911",6,10,6,8,3,8
"XLOC_008929",9,10,20,10,18,9
"XLOC_008930",24,8,26,19,15,16
"XLOC_008936",1,0,0,0,0,0
"XLOC_008955",20,13,16,6,11,12
"XLOC_008969",0,0,0,0,0,0
"XLOC_009019",1,0,0,2,4,0
"XLOC_009020",14,7,12,10,11,6
"XLOC_009039",2,3,1,11,3,3
"XLOC_009040",0,0,0,1,0,0
"XLOC_009053",1,0,0,1,1,1
"XLOC_009066",1,1,0,2,3,1
"XLOC_009067",1,1,0,0,2,0
"XLOC_009089",0,0,0,0,0,0
"XLOC_009155",3,1,1,0,3,2
"XLOC_009160",0,0,0,0,0,0
"XLOC_009169",2,2,0,2,0,0
"XLOC_009179",115,49,82,59,46,36
"XLOC_009180",15,16,15,11,1,8
"XLOC_009181",68,46,67,39,39,41
"XLOC_009248",0,0,1,0,0,0
"XLOC_009272",2,0,0,1,0,0
"XLOC_009303",10,11,19,13,23,7
"XLOC_009333",0,0,0,0,1,1
"XLOC_009341",0,0,0,3,1,0
"XLOC_009344",69,45,54,39,58,30
"XLOC_009345",1,0,0,1,1,0
"XLOC_009346",10,5,2,4,5,4
"XLOC_009355",1,1,2,3,3,3
"XLOC_009371",1,0,0,0,0,0
"XLOC_009372",0,1,1,0,0,1
"XLOC_009394",32,27,15,11,19,7
"XLOC_009397",2,1,1,0,3,1
"XLOC_009486",1,0,0,0,0,0
"XLOC_009488",0,2,0,3,0,0
"XLOC_009489",28,36,8,9,13,1
"XLOC_009490",65,58,11,10,40,7
"XLOC_009491",1,1,1,0,0,0
"XLOC_009492",34,46,11,14,25,1
"XLOC_009493",26,26,12,4,14,3
"XLOC_009507",13,3,8,10,13,6
"XLOC_009508",1,1,2,4,7,1
"XLOC_009551",34,27,25,24,20,21
"XLOC_009552",19,0,13,9,0,7
"XLOC_009576",0,2,2,3,1,1
"XLOC_009592",550,604,740,259,613,379
"XLOC_009623",0,0,0,0,0,0
"XLOC_009624",0,0,0,0,0,0
"XLOC_009655",0,0,1,1,0,1
"XLOC_009659",6,0,0,0,1,0
"XLOC_009660",11,8,9,2,6,2
"XLOC_009687",8,10,2,4,7,1
"XLOC_009688",3,6,1,2,3,0
"XLOC_009711",4,3,6,6,3,9
"XLOC_009713",0,3,2,0,0,0
"XLOC_009714",0,0,1,0,0,0
"XLOC_009715",69,72,81,16,21,11
"XLOC_009744",5,13,11,9,5,10
"XLOC_009823",0,0,0,0,0,1
"XLOC_009830",0,0,1,2,0,1
"XLOC_009893",5,7,3,0,3,5
"XLOC_009927",0,1,0,0,1,0
"XLOC_009928",0,0,1,1,1,0
"XLOC_009929",1,10,4,0,1,5
"XLOC_009930",4,0,1,1,0,1
"XLOC_009956",46,28,34,23,37,31
"XLOC_009961",23,33,26,22,56,23
"XLOC_010039",0,0,0,0,0,0
"XLOC_010065",0,0,0,0,0,0
"XLOC_010066",1,0,1,2,0,0
"XLOC_010073",14,12,17,6,6,4
"XLOC_010086",2,1,1,3,1,0
"XLOC_010087",39,32,34,27,34,24
"XLOC_010129",4,12,9,0,3,3
"XLOC_010134",0,1,0,1,2,0
"XLOC_010160",6,3,1,3,3,3
"XLOC_010167",1,5,7,1,6,8
"XLOC_010168",0,1,1,0,3,0
"XLOC_010169",15,22,22,7,25,25
"XLOC_010270",18,19,16,55,56,50
"XLOC_010271",7,1,7,19,16,22
"XLOC_010304",33,23,24,8,19,6
"XLOC_010307",16,19,19,11,20,10
"XLOC_010308",7,13,15,5,10,6
"XLOC_010319",0,0,0,0,0,0
"XLOC_010320",0,0,0,7,6,4
"XLOC_010357",0,1,3,6,6,7
"XLOC_010359",1,1,2,9,7,4
"XLOC_010360",5,2,1,4,2,6
"XLOC_010361",4,8,6,9,8,7
"XLOC_010362",0,0,0,0,0,0
"XLOC_010388",322,257,213,156,116,97
"XLOC_010428",1,1,0,1,0,0
"XLOC_010433",5,12,10,8,11,6
"XLOC_010470",22,15,29,11,19,9
"XLOC_010471",23,14,17,8,15,7
"XLOC_010472",44,48,62,28,47,28
"XLOC_010473",0,0,0,0,0,0
"XLOC_010487",1,1,2,1,1,0
"XLOC_010488",13,19,11,8,14,4
"XLOC_010489",12,19,4,18,23,6
"XLOC_010490",32,37,35,43,52,27
"XLOC_010491",0,0,3,1,1,1
"XLOC_010498",0,3,2,2,4,5
"XLOC_010532",0,1,0,0,0,0
"XLOC_010534",20,12,15,9,8,15
"XLOC_010567",2,1,0,0,1,0
"XLOC_010572",1,4,1,3,3,2
"XLOC_010594",43,22,42,14,31,23
"XLOC_010630",11,11,7,10,18,2
"XLOC_010641",35,26,30,12,42,21
"XLOC_010646",18,11,7,11,17,6
"XLOC_010653",0,0,0,0,0,0
"XLOC_010693",1,0,0,0,1,0
"XLOC_010744",3,2,1,3,2,0
"XLOC_010766",49,34,39,25,64,19
"XLOC_010769",1,4,0,0,2,0
"XLOC_010772",30,10,15,27,17,6
"XLOC_010798",6,2,5,5,4,5
"XLOC_010801",0,0,0,0,0,0
"XLOC_010854",0,0,0,1,0,4
"XLOC_010864",18,14,21,6,15,4
"XLOC_010872",30,10,12,10,7,14
"XLOC_010874",2,1,0,4,0,2
"XLOC_010875",192,198,101,184,250,92
"XLOC_010876",91,108,55,84,205,46
"XLOC_010881",1,1,0,1,1,1
"XLOC_010883",1,3,2,1,5,2
"XLOC_010907",50,34,53,41,32,30
"XLOC_010958",110,36,79,52,39,52
"XLOC_010959",29,7,15,11,7,8
"XLOC_010960",0,2,1,2,2,0
"XLOC_010975",14,8,32,6,7,36
"XLOC_011041",0,0,0,0,0,0
"XLOC_011077",2,0,0,1,1,0
"XLOC_011079",31,13,21,12,12,5
"XLOC_011080",10,0,2,5,8,1
"XLOC_011094",7,5,10,4,0,2
"XLOC_011133",0,1,1,4,7,1
"XLOC_011136",11,1,2,3,7,1
"XLOC_011188",0,0,0,0,0,0
"XLOC_011199",6,4,25,11,14,15
"XLOC_011213",2,0,0,0,0,3
"XLOC_011214",3,2,1,0,7,5
"XLOC_011215",4,2,3,3,8,8
"XLOC_011216",0,0,1,0,0,1
"XLOC_011221",1,2,0,0,4,0
"XLOC_011222",1,0,0,0,0,2
"XLOC_011232",7,5,8,5,5,5
"XLOC_011240",0,0,0,0,0,0
"XLOC_011244",45,109,37,12,40,9
"XLOC_011245",17,39,20,2,19,2
"XLOC_011246",6,16,6,3,10,0
"XLOC_011247",6,31,2,1,8,3
"XLOC_011287",3,5,3,8,6,7
"XLOC_011295",2,0,0,0,4,0
"XLOC_011296",0,0,1,0,0,1
"XLOC_011297",2,2,0,0,0,0
"XLOC_011298",1,6,0,0,2,0
"XLOC_011299",1,1,0,1,2,1
"XLOC_011300",3,4,2,1,1,1
"XLOC_011301",0,1,3,1,0,0
"XLOC_011302",3,3,5,0,3,0
"XLOC_011303",6,6,4,1,2,1
"XLOC_011304",4,1,1,0,2,1
"XLOC_011305",3,0,0,1,1,0
"XLOC_011306",1,3,0,3,2,0
"XLOC_011307",2,0,4,1,1,0
"XLOC_011308",0,0,0,0,1,0
"XLOC_011309",2,2,3,0,1,1
"XLOC_011310",1,1,0,0,0,1
"XLOC_011311",2,0,3,4,1,0
"XLOC_011312",6,4,0,7,4,7
"XLOC_011313",0,2,1,1,2,0
"XLOC_011314",1,0,1,1,0,2
"XLOC_011315",8,6,8,6,6,5
"XLOC_011316",0,1,0,0,1,0
"XLOC_011317",1,0,0,1,1,0
"XLOC_011318",1,3,2,1,2,0
"XLOC_011319",8,22,4,2,13,2
"XLOC_011320",4,14,1,1,3,2
"XLOC_011321",4,11,1,0,0,0
"XLOC_011365",11,22,1,3,5,0
"XLOC_011366",31,22,11,9,15,0
"XLOC_011367",3,2,1,0,1,1
"XLOC_011370",0,2,0,0,4,1
"XLOC_011373",4,2,3,5,14,4
"XLOC_011374",7,6,6,5,15,4
"XLOC_011375",40,61,34,48,135,59
"XLOC_011376",0,2,1,1,5,2
"XLOC_011377",1,2,2,2,15,2
"XLOC_011378",1,1,1,2,5,3
"XLOC_011379",1,1,1,1,6,0
"XLOC_011380",4,14,1,4,21,2
"XLOC_011381",1,5,3,10,19,6
"XLOC_011382",0,5,3,2,16,5
"XLOC_011383",4,4,4,2,5,4
"XLOC_011384",2,6,4,2,14,4
"XLOC_011385",0,0,0,3,5,0
"XLOC_011413",0,1,0,3,2,0
"XLOC_011415",11,9,11,9,16,4
"XLOC_011472",0,0,0,0,0,0
"XLOC_011490",40,23,8,17,19,2
"XLOC_011502",62,85,62,82,116,53
"XLOC_011503",4,11,4,4,8,4
"XLOC_011526",73,74,63,81,103,48
"XLOC_011527",125,118,89,131,144,77
"XLOC_011528",95,75,80,121,158,83
"XLOC_011529",35,15,19,34,39,12
"XLOC_011530",0,0,0,1,0,0
"XLOC_011541",0,0,1,0,1,0
"XLOC_011554",25,15,34,19,19,32
"XLOC_011559",38,69,36,35,62,34
"XLOC_011560",7,15,5,13,12,8
"XLOC_011561",15,15,7,8,26,7
"XLOC_011563",1,3,1,1,2,0
"XLOC_011565",0,0,0,0,0,1
"XLOC_011598",1,0,0,0,0,0
"XLOC_011625",3,0,0,2,2,0
"XLOC_011626",1,3,0,0,2,1
"XLOC_011627",2,0,2,0,2,1
"XLOC_011628",0,2,0,0,0,1
"XLOC_011629",35,19,26,20,45,8
"XLOC_011632",3,0,1,2,1,0
"XLOC_011677",1,0,0,0,0,0
"XLOC_011678",0,1,0,0,2,0
"XLOC_011680",7,6,14,6,5,4
"XLOC_011686",2,4,13,5,4,3
"XLOC_011699",0,0,1,1,0,0
"XLOC_011738",11,7,5,5,8,1
"XLOC_011767",7,6,6,1,6,1
"XLOC_011804",288,274,277,212,281,167
"XLOC_011881",1,4,2,1,0,1
"XLOC_011893",21,18,17,21,16,4
"XLOC_011896",10,5,3,10,15,1
"XLOC_011905",8,11,5,3,9,4
"XLOC_011913",0,0,0,2,0,2
"XLOC_011914",0,1,0,0,0,0
"XLOC_011925",2,0,0,3,0,0
"XLOC_011938",29,56,44,9,26,4
"XLOC_011939",0,0,0,0,1,0
"XLOC_011940",0,0,1,0,0,0
"XLOC_011960",0,1,0,0,0,0
"XLOC_012048",0,1,3,1,0,0
"XLOC_012103",0,0,0,0,0,0
"XLOC_012138",7,18,4,10,16,4
"XLOC_012139",11,6,3,4,13,0
"XLOC_012140",3,0,0,1,1,0
"XLOC_012141",4,8,15,4,9,3
"XLOC_012170",127,81,74,37,54,48
"XLOC_012171",1,3,1,0,3,0
"XLOC_012172",2,2,1,0,2,0
"XLOC_012173",13,4,5,3,5,2
"XLOC_012175",58,36,45,22,26,20
"XLOC_012177",53,34,30,20,21,12
"XLOC_012178",21,8,8,8,9,9
"XLOC_012191",1,0,0,1,0,1
"XLOC_012199",3,7,5,7,14,5
"XLOC_012204",43,52,37,16,33,26
"XLOC_012205",12,9,14,5,10,8
"XLOC_012206",1,2,1,2,0,1
"XLOC_012225",3,1,0,3,4,3
"XLOC_012262",0,0,0,0,0,0
"XLOC_012350",8,19,3,10,31,3
"XLOC_012396",10,4,18,4,9,7
"XLOC_012405",8,6,3,9,8,3
"XLOC_012407",1,0,0,0,0,0
"XLOC_012459",1,0,2,1,0,0
"XLOC_012464",3,0,2,1,1,1
"XLOC_012469",0,0,0,0,0,0
"XLOC_012470",0,0,0,0,1,0
"XLOC_012475",0,0,0,0,0,0
"XLOC_012508",1,1,6,3,3,2
"XLOC_012522",0,0,2,0,3,2
"XLOC_012523",0,0,0,1,0,0
"XLOC_012540",1,2,1,1,0,0
"XLOC_012609",10,11,7,8,13,9
"XLOC_012612",2,1,0,1,0,0
"XLOC_012644",0,1,0,0,0,2
"XLOC_012667",0,4,2,3,1,0
"XLOC_012779",0,0,0,0,0,0
"XLOC_012799",2,0,0,1,1,2
"XLOC_012802",0,2,1,0,3,0
"XLOC_012803",0,3,1,0,1,1
"XLOC_012822",13,6,7,6,12,2
"XLOC_012823",10,2,4,3,4,5
"XLOC_012846",0,3,1,0,4,1
"XLOC_012847",12,13,5,13,9,0
"XLOC_012853",4,7,7,6,5,3
"XLOC_012887",8,24,13,3,17,4
"XLOC_012950",3,0,0,1,3,0
"XLOC_012955",1,4,3,2,8,0
"XLOC_012956",30,25,40,13,18,14
"XLOC_012997",1,0,0,0,0,1
"XLOC_013017",0,0,1,0,1,0
"XLOC_013018",18,3,5,6,2,4
"XLOC_013061",10,8,4,6,8,5
"XLOC_013062",8,14,9,8,15,1
"XLOC_013085",134,111,82,50,98,29
"XLOC_013102",0,0,0,0,0,0
"XLOC_013158",1,0,0,1,0,1
"XLOC_013159",0,0,0,0,0,0
"XLOC_013160",4,1,2,2,5,2
"XLOC_013161",5,6,2,10,12,3
"XLOC_013162",7,8,14,2,11,2
"XLOC_013163",1,0,3,2,4,2
"XLOC_013199",2,0,2,1,0,1
"XLOC_013262",10,5,5,5,9,2
"XLOC_013273",0,0,0,0,0,0
"XLOC_013306",0,0,0,1,0,0
"XLOC_013310",1,0,0,1,0,0
"XLOC_013311",6,5,6,5,13,4
"XLOC_013312",3,1,5,5,2,2
"XLOC_013313",4,3,5,4,11,3
"XLOC_013315",10,4,3,1,4,4
"XLOC_013342",13,7,9,27,21,28
"XLOC_013361",1,2,0,0,1,0
"XLOC_013362",0,0,2,1,1,0
"XLOC_013410",0,1,1,1,1,0
"XLOC_013411",2,4,2,5,4,3
"XLOC_013416",12,9,14,8,13,8
"XLOC_013418",1,1,1,3,1,1
"XLOC_013420",1,8,0,4,2,2
"XLOC_013426",10,2,9,7,8,2
"XLOC_013434",0,1,0,0,0,1
"XLOC_013443",1,0,1,2,1,0
"XLOC_013444",0,0,0,1,0,0
"XLOC_013522",27,1,1,0,3,0
"XLOC_013524",0,1,1,0,0,1
"XLOC_013525",15,7,21,7,9,15
"XLOC_013526",13,13,23,10,14,22
"XLOC_013543",4,1,1,0,1,2
"XLOC_013544",5,2,3,0,0,0
"XLOC_013556",2,1,1,0,0,1
"XLOC_013582",6,5,10,4,5,7
"XLOC_013583",4,0,5,3,5,1
"XLOC_013586",6,11,11,8,13,9
"XLOC_013644",3,1,2,1,3,0
"XLOC_013661",1,0,0,0,1,0
"XLOC_013662",27,20,28,18,29,21
"XLOC_013711",2,1,0,0,2,3
"XLOC_013721",0,0,0,0,0,0
"XLOC_013739",5,0,9,0,5,2
"XLOC_013740",3,2,0,3,5,2
"XLOC_013773",0,0,0,0,0,0
"XLOC_013817",1,2,0,1,2,0
"XLOC_013832",7,4,4,9,14,7
"XLOC_013833",8,6,4,13,13,11
"XLOC_013834",3,0,1,2,4,0
"XLOC_013835",1,2,3,3,1,1
"XLOC_013847",0,0,0,0,0,0
"XLOC_013848",0,0,0,0,0,0
"XLOC_013853",5,11,6,8,12,21
"XLOC_013894",13,10,9,15,14,3
"XLOC_013895",21,28,16,26,60,8
"XLOC_013960",33,16,29,6,12,8
"XLOC_013973",8,13,11,5,10,5
"XLOC_013989",3,1,1,1,0,2
"XLOC_013992",5,2,4,0,0,0
"XLOC_014035",0,0,0,0,0,0
"XLOC_014038",133,116,90,107,151,81
"XLOC_014050",5,7,4,6,7,4
"XLOC_014057",2,2,2,1,3,3
"XLOC_014074",37,30,18,22,36,14
"XLOC_014075",4,2,0,2,4,0
"XLOC_014095",0,0,0,0,0,0
"XLOC_014160",0,0,0,2,0,1
"XLOC_014161",0,0,0,0,1,0
"XLOC_014166",2,1,3,7,5,1
"XLOC_014200",1,3,1,1,2,1
"XLOC_014237",3,0,0,1,0,1
"XLOC_014250",0,0,0,0,0,0
"XLOC_014275",25,3,11,13,6,7
"XLOC_014291",0,0,0,0,0,0
"XLOC_014295",11,0,0,0,0,0
"XLOC_014296",31,13,9,3,1,3
"XLOC_014298",0,0,1,0,0,1
"XLOC_014313",80,27,102,42,34,95
"XLOC_014315",19,14,9,6,6,10
"XLOC_014316",18,17,14,4,15,5
"XLOC_014317",27,35,36,19,27,14
"XLOC_014318",10,10,17,5,7,4
"XLOC_014336",1,0,2,1,2,1
"XLOC_014337",14,3,1,4,6,6
"XLOC_014338",7,5,2,4,17,2
"XLOC_014339",1,0,0,0,0,0
"XLOC_014340",0,0,0,1,0,0
"XLOC_014341",2,1,1,1,1,0
"XLOC_014342",0,3,0,1,0,3
"XLOC_014343",8,5,11,7,12,9
"XLOC_014344",4,1,0,1,1,0
"XLOC_014373",0,0,0,0,0,0
"XLOC_014404",15,2,1,7,3,0
"XLOC_014405",0,0,0,0,0,0
"XLOC_014406",1,0,0,1,0,0
"XLOC_014457",0,4,2,0,0,0
"XLOC_014477",13,5,4,5,5,3
"XLOC_014481",59,42,44,28,66,32
"XLOC_014483",2,16,10,0,0,1
"XLOC_014484",0,0,0,0,0,0
"XLOC_014494",0,0,0,0,0,0
"XLOC_014500",4,1,0,0,1,1
"XLOC_014512",4,5,2,5,12,2
"XLOC_014513",0,0,0,1,0,0
"XLOC_014514",1,2,1,1,3,3
"XLOC_014552",4,0,3,3,3,3
"XLOC_014561",31,4,39,41,6,38
"XLOC_014562",1,0,0,4,0,3
"XLOC_014588",1,0,2,2,1,1
"XLOC_014596",4,11,4,6,17,3
"XLOC_014597",16,15,16,18,28,2
"XLOC_014598",4,5,2,4,5,1
"XLOC_014599",11,9,4,3,15,6
"XLOC_014600",6,3,5,4,4,1
"XLOC_014601",9,6,4,1,11,5
"XLOC_014622",0,0,0,0,0,0
"XLOC_014627",34,28,31,37,56,27
"XLOC_014628",8,7,8,10,13,9
"XLOC_014631",1,0,1,1,2,0
"XLOC_014632",1,0,0,0,0,0
"XLOC_014643",11,16,11,8,12,10
"XLOC_014649",14,15,8,12,6,4
"XLOC_014695",0,0,0,0,0,0
"XLOC_014720",2,0,2,1,1,2
"XLOC_014776",1560,885,1144,533,848,533
"XLOC_014795",10,5,7,3,12,2
"XLOC_014821",0,3,0,2,1,1
"XLOC_014822",0,0,0,1,2,0
"XLOC_014823",0,0,0,0,0,0
"XLOC_014825",0,0,0,0,0,0
"XLOC_014844",1,3,1,1,3,0
"XLOC_014846",0,0,1,3,5,0
"XLOC_014847",4,1,2,2,4,1
"XLOC_014848",1,2,0,1,1,1
"XLOC_014849",0,3,0,0,0,0
"XLOC_014850",0,1,0,0,0,0
"XLOC_014851",1,1,1,3,3,0
"XLOC_014852",0,0,0,0,0,0
"XLOC_014869",0,0,2,0,2,1
"XLOC_014870",1,1,1,1,1,1
"XLOC_014884",6,5,1,4,9,13
"XLOC_014919",0,0,0,1,0,0
"XLOC_014920",0,1,0,0,0,1
"XLOC_014922",3,0,0,1,1,1
"XLOC_014927",4,1,3,0,2,0
"XLOC_014928",3,4,4,1,6,0
"XLOC_014929",16,8,7,5,1,2
"XLOC_014930",42,36,33,16,21,16
"XLOC_014958",7,9,11,5,11,3
"XLOC_014983",22,18,24,5,27,14
"XLOC_014984",14,10,4,11,14,2
"XLOC_014992",0,0,0,0,0,0
"XLOC_014994",0,22,0,0,28,0
"XLOC_015005",2,0,5,1,2,0
"XLOC_015035",15,7,9,3,9,7
"XLOC_015036",28,35,22,6,10,5
"XLOC_015037",0,0,0,0,0,0
"XLOC_015038",26,12,21,5,8,3
"XLOC_015088",0,0,0,0,0,0
"XLOC_015162",5,4,4,4,2,1
"XLOC_015163",7,3,3,0,3,1
"XLOC_015164",2,0,2,2,1,1
"XLOC_015165",1,2,1,1,1,0
"XLOC_015166",0,0,0,1,2,0
"XLOC_015167",0,0,0,0,1,0
"XLOC_015168",5,7,7,8,13,5
"XLOC_015169",0,0,0,0,4,0
"XLOC_015176",0,0,0,0,0,1
"XLOC_015177",1,0,1,0,0,0
"XLOC_015186",4,4,8,3,3,0
"XLOC_015205",0,0,1,2,1,0
"XLOC_015220",7,10,6,3,4,5
"XLOC_015221",3,2,9,3,7,0
"XLOC_015222",1,0,1,2,1,1
"XLOC_015270",0,0,1,1,0,0
"XLOC_015286",0,1,0,0,1,1
"XLOC_015287",10,15,11,5,12,7
"XLOC_015290",0,0,0,1,0,0
"XLOC_015302",3,1,3,2,0,0
"XLOC_015308",77,41,62,52,39,31
"XLOC_015313",0,0,1,0,0,3
"XLOC_015314",0,0,0,0,0,0
"XLOC_015363",19,22,11,31,22,16
"XLOC_015364",1,4,3,3,4,2
"XLOC_015366",0,3,1,1,0,1
"XLOC_015367",7,5,5,2,5,2
"XLOC_015368",2,1,2,0,1,1
"XLOC_015369",2,2,1,0,4,0
"XLOC_015370",1,0,0,0,1,0
"XLOC_015371",1,0,2,1,2,0
"XLOC_015373",0,0,0,0,0,0
"XLOC_015374",1,1,2,2,0,1
"XLOC_015375",5,5,6,3,15,7
"XLOC_015376",2,0,1,3,2,1
"XLOC_015377",3,0,1,1,0,0
"XLOC_015378",3,2,3,1,4,3
"XLOC_015379",5,1,2,1,3,4
"XLOC_015412",0,0,0,0,0,0
"XLOC_015446",0,0,0,0,0,0
"XLOC_015498",2,4,1,3,1,2
"XLOC_015499",2,3,3,1,2,0
"XLOC_015500",2,1,3,3,0,0
"XLOC_015501",1,2,2,2,3,0
"XLOC_015502",5,3,2,5,5,2
"XLOC_015503",15,9,5,21,25,4
"XLOC_015504",4,13,4,11,7,0
"XLOC_015505",3,9,3,3,5,0
"XLOC_015506",4,1,2,2,5,0
"XLOC_015521",4,5,2,1,7,5
"XLOC_015591",0,0,0,0,2,1
"XLOC_015592",0,0,1,0,1,0
"XLOC_015593",1,0,1,2,1,0
"XLOC_015594",2,0,1,1,0,0
"XLOC_015617",0,0,0,0,1,0
"XLOC_015618",0,1,0,0,0,2
"XLOC_015619",4,1,2,2,3,6
"XLOC_015620",3,2,6,5,2,2
"XLOC_015621",7,6,8,5,11,5
"XLOC_015635",4,2,2,1,5,0
"XLOC_015640",3,3,11,0,2,3
"XLOC_015641",7,14,34,3,5,7
"XLOC_015642",6,3,19,2,0,6
"XLOC_015643",7,20,23,3,8,6
"XLOC_015683",0,0,0,0,1,0
"XLOC_015689",0,1,1,0,0,1
"XLOC_015751",146,220,165,46,89,45
"XLOC_015753",9,19,7,2,4,9
"XLOC_015756",17,5,11,7,3,5
"XLOC_015757",10,7,10,6,7,4
"XLOC_015761",1,1,0,1,0,3
"XLOC_015762",3,2,1,1,2,2
"XLOC_015763",0,2,1,0,3,2
"XLOC_015859",101,198,183,109,258,110
"XLOC_015861",6,11,5,4,16,7
"XLOC_015865",14,10,10,10,12,3
"XLOC_015873",653,401,471,332,475,365
"XLOC_015874",24,15,13,7,14,2
"XLOC_015879",3,1,2,1,0,1
"XLOC_015888",21,13,10,16,12,11
"XLOC_015893",42,32,50,9,25,8
"XLOC_016020",5,14,3,21,10,4
"XLOC_016021",7,16,5,11,19,4
"XLOC_016022",14,22,12,12,20,6
"XLOC_016029",2,2,1,0,0,3
"XLOC_016072",0,0,0,0,0,0
"XLOC_016091",5,5,5,0,1,4
"XLOC_016097",2,3,1,1,6,3
"XLOC_016098",7,12,6,12,13,9
"XLOC_016099",4,0,0,0,0,2
"XLOC_016100",1,0,0,0,1,0
"XLOC_016144",10,10,11,7,8,7
"XLOC_016182",0,1,1,3,2,1
"XLOC_016191",2,1,0,0,2,0
"XLOC_016192",16,8,7,8,17,4
"XLOC_016196",3,2,4,3,1,0
"XLOC_016217",1,0,0,1,0,0
"XLOC_016218",1,2,0,2,1,1
"XLOC_016219",10,18,7,5,7,5
"XLOC_016220",9,9,8,9,14,9
"XLOC_016221",3,0,2,2,1,1
"XLOC_016222",2,2,4,1,3,3
"XLOC_016223",0,0,0,0,0,0
"XLOC_016240",2,3,2,1,5,0
